IDFactura;NumeroFactura;IDCliente;IDVendedor;FechaFactura;SubTotal;Impuesto;Descuento;TotalFactura
1431;1003686;201;5;30/7/2015;11244.35;1686.65;0;12931
1432;1003687;203;5;30/7/2015;7982.61;1197.39;0;9180
1433;1003688;36;3;31/7/2015;547.83;82.17;0;630
1434;1003689;237;3;31/7/2015;2337.39;350.61;0;2688
1435;1003690;247;3;31/7/2015;7280.87;1092.13;0;8373
1436;1003691;10;3;31/7/2015;18085.22;2712.78;0;20798
1437;1003692;19;3;31/7/2015;6743.48;1011.52;0;7755
1438;1003693;247;3;31/7/2015;1147.83;172.17;0;1320
1439;1003694;16;3;31/7/2015;29256.52;4388.48;0;33645
1440;1003695;194;5;31/7/2015;1080;162;0;1242
1441;1003696;202;2;2/8/2015;1240;186;0;1426
1442;1003697;50;3;2/8/2015;452.17;67.83;0;520
1443;1003698;29;3;2/8/2015;156.52;23.48;0;180
1444;1003699;204;5;23/6/2015;686.96;103.04;0;790
1445;1003700;202;2;3/8/2015;2733.91;410.09;0;3144
1446;1003701;28;3;4/8/2015;6674.78;1001.22;0;7676
1447;1003702;31;3;4/8/2015;1972.17;295.83;0;2268
1448;1464;30;3;4/8/2015;6906.96;1036.04;0;7943
1449;1003703;220;5;4/8/2015;608.7;91.3;0;700
1450;1003704;236;5;5/8/2015;978.26;146.74;0;1125
1451;1003705;41;3;5/8/2015;13356.52;2003.48;0;15360
1452;1003706;39;3;5/8/2015;41366.96;6205.04;0;47572
1453;1003707;39;3;5/8/2015;37076.52;5561.48;0;42638
1454;1003708;39;3;5/8/2015;23266.09;3489.91;0;26756
1455;1003709;36;3;6/8/2015;1134.78;170.22;0;1305
1456;1003710;51;3;6/8/2015;4066.96;610.04;0;4677
1457;1003711;52;3;6/8/2015;25040.87;3756.13;0;28797
1458;1003712;52;3;6/8/2015;1622.61;243.39;0;1866
1459;1003713;41;3;6/8/2015;14680;2202;0;16882
1460;1463;280;3;6/8/2015;14589.57;0;0;0
1461;1003714;201;5;6/8/2015;4577.39;686.61;0;5264
1462;1003715;194;5;6/8/2015;6593.04;988.96;0;7582
1463;1003716;236;5;6/8/2015;384.35;57.65;0;442
1464;1003717;202;2;7/8/2015;13584.35;2037.65;0;15622
1465;1003718;37;3;7/8/2015;11605.22;1740.78;0;13346
1466;1003719;109;3;27/7/2015;2260.87;339.13;0;2600
1467;1003720;202;2;7/8/2015;6266.96;940.04;0;7207
1468;1003721;202;2;7/8/2015;10931.3;1639.7;0;12571
1469;1003722;236;5;9/8/2015;681.74;102.26;0;784
1470;1003723;36;3;10/8/2015;12411.3;1861.7;0;14273
1471;1003724;40;3;10/8/2015;28433.04;4264.96;0;32698
1472;1003725;40;3;10/8/2015;23988.7;3598.3;0;27587
1473;1003726;202;2;10/8/2015;3349.57;502.43;0;3852
1474;1003727;212;5;10/8/2015;4066.09;609.91;0;4676
1475;1003728;159;3;11/8/2015;37834.78;5675.22;0;43510
1476;1003729;159;3;11/8/2015;25566.96;3835.04;0;29402
1477;1003730;159;3;11/8/2015;1000;150;0;1150
1478;1003731;77;3;12/8/2015;474.78;71.22;0;546
1479;1003732;149;3;12/8/2015;9426.09;1413.91;0;10840
1480;1003733;148;3;12/8/2015;23339.83;3500.97;0;26840.8
1481;1003734;36;3;12/8/2015;1558.26;233.74;0;1792
1482;1003735;194;5;13/8/2015;6730.43;1009.57;0;7740
1483;1003736;201;5;13/8/2015;8424.35;1263.65;0;9688
1484;1003737;31;3;13/8/2015;1217.39;182.61;0;1400
1485;1003738;234;5;14/8/2015;4321.74;648.26;0;4970
1486;1003739;163;3;14/8/2015;13308.7;1996.3;0;15305
1487;1003740;171;3;14/8/2015;7130.43;1069.57;0;8200
1488;1003741;31;3;14/8/2015;354.78;53.22;0;408
1489;1003742;40;3;14/8/2015;678.26;101.74;0;780
1490;1003743;202;2;17/8/2015;18227.83;2734.17;0;20962
1491;1003744;148;3;17/8/2015;18323.48;2748.52;0;21072
1492;1003745;159;3;17/8/2015;23002.61;3450.39;0;26453
1493;1003746;170;3;17/8/2015;47721.74;7158.26;0;54880
1494;1003747;114;3;17/8/2015;31240;4686;0;35926
1495;1003748;151;3;17/8/2015;14758.26;2213.74;0;16972
1496;1003749;285;3;17/8/2015;15121.74;2268.26;0;17390
1497;1003750;209;5;17/8/2015;166.96;25.04;0;192
1498;1003751;159;3;17/8/2015;528.7;79.3;0;608
1499;1003752;220;5;17/8/2015;226.09;33.91;0;260
1500;1003753;151;3;17/8/2015;2295.65;344.35;0;2640
1501;1003754;203;5;17/8/2015;3478.26;521.74;0;4000
1502;1003755;236;5;17/8/2015;517.39;77.61;0;595
1503;1003756;236;5;17/8/2015;3504.35;525.65;0;4030
1504;1003757;202;2;18/8/2015;91077.39;13661.61;0;104739
1505;1003758;236;5;19/8/2015;321.74;48.26;0;370
1506;1465;113;3;19/8/2015;3043.48;456.52;0;3500
1507;1003759;73;3;19/8/2015;43070.43;6460.57;0;49531
1508;1003760;73;3;19/8/2015;34651.3;5197.7;0;39849
1509;1003761;73;3;19/8/2015;40043.48;6006.52;0;46050
1510;1003762;73;3;19/8/2015;10282.61;1542.39;0;11825
1511;1003763;56;3;19/8/2015;15008.7;2251.3;0;17260
1512;1003764;31;3;20/8/2015;191.3;28.7;0;220
1513;1003765;265;3;20/8/2015;20274.78;3041.22;0;23316
1514;1003766;69;3;20/8/2015;3704.35;555.65;0;4260
1515;1003767;73;3;20/8/2015;1652.17;247.83;0;1900
1516;1003768;236;5;21/8/2015;1034.78;155.22;0;1190
1517;1003769;31;3;21/8/2015;182.61;27.39;0;210
1518;1003770;57;3;21/8/2015;15310.43;2296.57;0;17607
1519;1003771;31;3;21/8/2015;1652.17;247.83;0;1900
1520;1003772;202;2;21/8/2015;38497.39;5774.61;0;44272
1521;1003773;189;3;23/8/2015;0;0;0;0
1522;1003774;189;3;3/7/2015;1773.91;266.09;0;2040
1523;1003775;259;3;3/7/2015;4362.61;654.39;0;5017
1524;1003776;259;3;3/7/2015;8532.17;1279.83;0;9812
1525;1003777;259;3;3/7/2015;1540.87;231.13;0;1772
1526;1003778;63;3;24/8/2015;6695.65;1004.35;0;7700
1527;1003779;59;3;24/8/2015;8480.87;1272.13;0;9753
1528;1003780;31;3;24/8/2015;313.04;46.96;0;360
1529;1003781;202;2;25/8/2015;26196.52;3929.48;0;30126
1530;1003782;202;2;25/8/2015;32460;4869;0;37329
1531;1003783;78;3;25/8/2015;19117.39;2867.61;0;21985
1532;1003784;241;3;25/8/2015;4439.13;665.87;0;5105
1533;1003785;202;2;25/8/2015;18059.13;2708.87;0;20768
1534;1003786;66;3;25/8/2015;7878.26;1181.74;0;9060
1535;1003787;236;5;25/8/2015;734.78;110.22;0;845
1536;1003788;202;2;25/8/2015;19962.61;2994.39;0;22957
1540;1003790;92;3;26/8/2015;9217.39;1382.61;0;10600
1541;1003791;254;3;26/8/2015;5869.57;880.43;0;6750
1542;1003792;254;3;26/8/2015;17625.22;2643.78;0;20269
1543;1003793;258;3;26/8/2015;19740.87;0;0;0
1544;1003794;94;3;27/8/2015;26446.09;3966.91;0;30413
1545;1003795;94;3;27/8/2015;30729.57;4609.43;0;35339
1546;1003796;202;2;27/8/2015;11962.61;1794.39;0;13757
1547;1003797;202;2;27/8/2015;1800;270;0;2070
1548;1003798;194;5;27/8/2015;1998.26;299.74;0;2298
1549;1003799;38;3;28/8/2015;547.83;0;0;0
1550;1003800;236;5;28/8/2015;1102.61;165.39;0;1268
1551;1466;258;3;28/8/2015;19740.87;2961.13;0;22702
1552;1003801;83;3;28/8/2015;22036.52;3305.48;0;25342
1553;1467;205;3;28/8/2015;15634.78;2345.22;0;17980
1554;1468;205;3;28/8/2015;7499.13;1124.87;0;8624
1555;1003802;253;3;31/8/2015;17962.61;2694.39;0;20657
1556;1003803;93;3;31/8/2015;16236.52;2435.48;0;18672
1557;1003804;93;3;31/8/2015;5434.78;815.22;0;6250
1558;1469;91;3;31/8/2015;16823.48;2523.52;0;19347
1559;1470;91;3;31/8/2015;6454.78;968.22;0;7423
1560;1003805;236;5;31/8/2015;606.09;90.91;0;697
1561;1003806;203;5;31/8/2015;1695.65;254.35;0;1950
1562;1003807;93;3;1/9/2015;13478.26;2021.74;0;15500
1563;1003808;83;3;1/9/2015;2347.83;352.17;0;2700
1564;1003809;236;5;1/9/2015;182.61;27.39;0;210
1565;1003810;212;5;2/9/2015;1065.22;159.78;0;1225
1566;1003811;201;5;20/8/2015;6737.39;1010.61;0;7748
1567;1003812;202;2;2/9/2015;21297.39;3194.61;0;24492
1568;1471;278;3;3/9/2015;2747.83;412.17;0;3160
1569;1472;138;3;3/9/2015;7452.17;1117.83;0;8570
1570;1003813;135;3;3/9/2015;39275.65;5891.35;0;45167
1571;1003814;135;3;3/9/2015;11939.13;1790.87;0;13730
1572;1003815;126;3;3/9/2015;36229.57;5434.43;0;41664
1573;1003816;126;3;3/9/2015;22680;3402;0;26082
1574;1003817;31;3;3/9/2015;1521.74;228.26;0;1750
1575;1003818;236;5;4/9/2015;1793.91;269.09;0;2063
1576;1003819;236;5;4/9/2015;145.22;21.78;0;167
1577;1003820;147;3;4/9/2015;14124.35;2118.65;0;16243
1578;1003821;29;3;6/9/2015;0;0;0;0
1579;1003822;29;3;6/9/2015;1709.57;256.43;0;1966
1580;1003823;130;3;7/9/2015;24567.83;3685.17;0;28253
1581;1003824;126;3;7/9/2015;1278.26;191.74;0;1470
1582;1003825;202;2;7/9/2015;5624.35;843.65;0;6468
1583;1003826;236;5;7/9/2015;517.39;77.61;0;595
1584;1003827;194;5;7/9/2015;7461.74;1119.26;0;8581
1585;1003828;97;3;8/9/2015;8361.74;1254.26;0;9616
1586;1473;113;3;8/9/2015;3269.57;490.43;0;3760
1587;1003829;202;2;9/9/2015;1791.3;268.7;0;2060
1588;1003830;100;3;9/9/2015;22735.65;3410.35;0;26146
1589;1003831;100;3;9/9/2015;10259.13;1538.87;0;11798
1590;1003832;100;3;9/9/2015;1695.65;254.35;0;1950
1591;1003833;284;3;9/9/2015;10314.78;1547.22;0;11862
1592;1003834;41;3;9/9/2015;765.22;114.78;0;880
1593;1003835;236;5;9/9/2015;752.17;112.83;0;865
1594;1003836;194;5;9/9/2015;2641.74;396.26;0;3038
1595;1003837;212;5;10/9/2015;5006.96;751.04;0;5758
1596;1003838;120;3;10/9/2015;17507.83;2626.17;0;20134
1597;1003839;115;3;10/9/2015;48739.13;7310.87;0;56050
1598;1003840;115;3;10/9/2015;18439.13;2765.87;0;21205
1599;1003841;115;3;10/9/2015;1313.04;196.96;0;1510
1600;1003842;36;3;10/9/2015;1969.57;295.43;0;2265
1601;1003843;94;3;10/9/2015;4565.22;684.78;0;5250
1602;1003844;202;2;11/9/2015;22593.04;3388.96;0;25982
1603;1003845;31;5;11/9/2015;2380;357;0;2737
1604;1003846;101;3;13/9/2015;8175.65;1226.35;0;9402
1605;1003847;94;3;13/9/2015;12826.09;1923.91;0;14750
1606;1003848;135;3;13/9/2015;6580.87;987.13;0;7568
1607;1003849;202;2;14/9/2015;5466.96;820.04;0;6287
1608;1003850;202;2;14/9/2015;313.04;46.96;0;360
1609;1003851;39;5;14/9/2015;2204.35;330.65;0;2535
1610;1474;117;3;14/9/2015;4413.91;662.09;0;5076
1611;1003852;201;5;14/9/2015;2126.96;319.04;0;2446
1612;1475;205;3;16/9/2015;18389.57;2758.43;0;21148
1613;1003853;288;3;16/9/2015;21398.26;3209.74;0;24608
1614;1003854;236;5;16/9/2015;1430.43;214.57;0;1645
1615;1003855;135;3;16/9/2015;22695.65;3404.35;0;26100
1616;1003856;231;3;17/9/2015;4406.96;661.04;0;5068
1617;1003857;19;3;17/9/2015;8899.13;1334.87;0;10234
1618;1003858;204;5;17/9/2015;1304.35;195.65;0;1500
1619;1003859;31;5;17/9/2015;949.57;142.43;0;1092
1620;1003860;194;5;17/9/2015;1241.74;186.26;0;1428
1621;1003861;203;8;17/9/2015;5012.17;751.83;0;5764
1622;1003862;36;5;17/9/2015;1130.43;169.57;0;1300
1623;1003863;41;3;18/9/2015;1777.39;266.61;0;2044
1624;1003864;41;3;18/9/2015;1822.61;273.39;0;2096
1625;1003865;202;2;18/9/2015;20937.39;3140.61;0;24078
1626;1003866;200;5;20/9/2015;5157.39;773.61;0;5931
1627;1003867;8;3;21/9/2015;2878.26;431.74;0;3310
1628;1003868;10;3;21/9/2015;7057.39;1058.61;0;8116
1629;1003869;16;3;21/9/2015;28336.52;4250.48;0;32587
1630;1003870;16;3;21/9/2015;17812.17;2671.83;0;20484
1631;1003871;194;5;21/9/2015;1920;288;0;2208
1632;1003872;201;5;21/9/2015;3473.04;520.96;0;3994
1633;1003873;201;5;21/9/2015;2695.65;404.35;0;3100
1634;1477;30;3;22/9/2015;10491.3;1573.7;0;12065
1635;1003874;135;3;22/9/2015;882.61;132.39;0;1015
1636;1003875;39;3;23/9/2015;38410.43;5761.57;0;44172
1637;1003876;39;3;23/9/2015;20529.57;3079.43;0;23609
1638;1003877;39;3;23/9/2015;1565.22;234.78;0;1800
1639;1003878;212;8;23/9/2015;779.13;116.87;0;896
1640;1003879;202;2;23/9/2015;11327.83;1699.17;0;13027
1641;1003880;41;3;24/9/2015;15195.65;2279.35;0;17475
1642;1003881;42;3;24/9/2015;10973.04;1645.96;0;12619
1643;1003882;40;3;24/9/2015;25386.09;3807.91;0;29194
1644;1003883;202;2;24/9/2015;313.04;46.96;0;360
1645;1003884;149;3;24/9/2015;2040;306;0;2346
1646;1003885;194;5;24/9/2015;3286.96;493.04;0;3780
1647;1003886;45;3;25/9/2015;3949.57;592.43;0;4542
1648;1003887;51;3;25/9/2015;14996.52;2250;0;17246
1649;1003888;52;3;25/9/2015;28217.39;4232.61;0;32450
1650;1003889;247;3;25/9/2015;139.13;20.87;0;160
1651;1003890;220;5;25/9/2015;3086.96;463.04;0;3550
1652;1003891;220;5;25/9/2015;890.43;133.57;0;1024
1653;1003892;37;3;27/9/2015;3704.35;555.65;0;4260
1654;1003893;38;3;27/9/2015;13927.83;2089.17;0;16017
1655;1003894;36;3;28/9/2015;22597.39;3389.61;0;25987
1656;1003895;31;5;28/9/2015;1356.52;203.48;0;1560
1657;1003896;194;5;28/9/2015;1186.96;178.04;0;1365
1658;1003897;220;5;28/9/2015;2812.17;421.83;0;3234
1659;1003898;36;5;28/9/2015;2045.22;306.78;0;2352
1660;1478;29;5;28/9/2015;817.39;0;0;0
1661;1479;29;5;28/9/2015;975.65;146.35;0;1122
1662;1003899;194;5;28/9/2015;130.43;19.57;0;150
1663;1480;111;3;29/9/2015;9640;1446;0;11086
1664;1481;113;3;29/9/2015;8667.83;1300.17;0;9968
1665;1482;111;3;30/9/2015;4591.3;688.7;0;5280
1666;1003900;286;3;30/9/2015;4176.52;626.48;0;4803
1667;1003901;273;3;30/9/2015;19650.43;2947.57;0;22598
1668;1003902;202;2;1/10/2015;13954.78;2093.22;0;16048
1669;1003903;273;3;1/10/2015;21488.7;3223.3;0;24712
1670;1003904;272;3;1/10/2015;2557.39;383.61;0;2941
1671;1003905;275;5;1/10/2015;1382.61;207.39;0;1590
1672;1003906;272;3;2/10/2015;14090.43;2113.57;0;16204
1673;1003907;236;5;2/10/2015;3913.04;586.96;0;4500
1674;1003908;202;2;4/10/2015;16060.87;2409.13;0;18470
1675;1003909;77;5;5/10/2015;413.91;62.09;0;476
1676;1003910;241;3;5/10/2015;3326.96;499.04;0;3826
1677;1003911;194;5;5/10/2015;986.09;147.91;0;1134
1678;3864;205;3;6/10/2015;3401.74;510.26;0;3912
1679;1003913;23;3;6/10/2015;3920;588;0;4508
1680;1483;288;3;6/10/2015;8570.43;1285.57;0;9856
1681;1003914;92;3;12/10/2015;29252.17;4387.83;0;33640
1682;1003915;93;3;12/10/2015;7600;1140;0;8740
1683;1003916;94;3;12/10/2015;14351.3;2152.7;0;16504
1684;1484;91;3;12/10/2015;19389.57;2908.43;0;22298
1685;1485;91;3;12/10/2015;33452.17;5017.83;0;38470
1686;1003917;155;3;12/10/2015;8886.96;1333.04;0;10220
1687;1003918;100;3;13/10/2015;13213.91;1982.09;0;15196
1688;1003919;163;3;13/10/2015;12433.04;1864.96;0;14298
1689;1003920;163;3;13/10/2015;526.96;0;0;0
1690;1003921;163;3;13/10/2015;465.22;69.78;0;535
1691;1003922;236;5;13/10/2015;2127.83;319.17;0;2447
1692;1003923;163;3;13/10/2015;263.48;0;0;0
1693;1003924;220;3;13/10/2015;1130.43;169.57;0;1300
1694;1003925;236;5;14/10/2015;695.65;104.35;0;800
1695;1003926;202;2;14/10/2015;10152.17;1522.83;0;11675
1696;1003927;204;8;14/10/2015;517.39;77.61;0;595
1697;1003928;148;3;14/10/2015;45993.91;6899.09;0;52893
1698;1003929;148;3;14/10/2015;18953.91;2843.09;0;21797
1699;1003930;202;2;15/10/2015;5015.65;752.35;0;5768
1700;1003931;171;3;15/10/2015;10118.26;1517.74;0;11636
1701;1003932;212;3;15/10/2015;3882.61;582.39;0;4465
1702;1003933;285;3;15/10/2015;14099.13;2114.87;0;16214
1703;1003934;135;3;15/10/2015;3913.04;586.96;0;4500
1704;1003935;169;3;15/10/2015;11099.13;1664.87;0;12764
1705;1003936;201;5;15/10/2015;4567.83;685.17;0;5253
1706;1003937;41;5;16/10/2015;813.91;122.09;0;936
1707;1003938;201;8;19/10/2015;2326.96;349.04;0;2676
1708;1003939;194;8;19/10/2015;3160;474;0;3634
1709;1003940;170;3;19/10/2015;30987.83;4648.17;0;35636
1710;1003941;151;3;19/10/2015;18674.78;2801.22;0;21476
1711;1003942;41;3;19/10/2015;1111.3;166.7;0;1278
1712;1003943;149;3;19/10/2015;6728.7;1009.3;0;7738
1713;1003944;77;8;19/10/2015;482.6;72.4;0;555
1714;1003945;159;3;20/10/2015;49228.7;7384.3;0;56613
1715;1003946;159;3;20/10/2015;33623.48;5043.52;0;38667
1716;1003947;159;3;20/10/2015;19787.83;2968.17;0;22756
1717;1003948;31;3;21/10/2015;1168.7;175.3;0;1344
1718;1003949;202;2;21/10/2015;32496.52;4874.48;0;37371
1719;1003950;202;2;21/10/2015;2596.52;389.48;0;2986
1720;1003951;212;3;21/10/2015;4904.35;735.65;0;5640
1721;1003952;28;3;21/10/2015;7359.13;1103.87;0;8463
1722;1003953;41;3;21/10/2015;21228.7;3184.3;0;24413
1723;1003954;39;3;21/10/2015;56844.35;8526.65;0;65371
1724;1003955;39;3;21/10/2015;36147.83;5422.17;0;41570
1725;1003956;36;5;22/10/2015;1961.74;294.26;0;2256
1726;1003957;66;3;22/10/2015;18062.61;2709.39;0;20772
1727;1003958;265;3;22/10/2015;20848.7;3127.3;0;23976
1728;1003959;183;5;22/10/2015;2678.26;401.74;0;3080
1729;1003960;40;3;22/10/2015;3652.17;547.83;0;4200
1730;1003961;73;3;22/10/2015;60121.74;9018.26;0;69140
1731;1003962;73;3;22/10/2015;68516.52;10277.48;0;78794
1732;1003963;73;3;22/10/2015;15358.26;2303.74;0;17662
1733;1003964;73;3;22/10/2015;2342.61;351.39;0;2694
1734;1003965;201;5;22/10/2015;6829.57;1024.43;0;7854
1735;1003966;203;5;22/10/2015;5017.39;752.61;0;5770
1736;1003967;69;3;23/10/2015;4690.43;703.57;0;5394
1737;1486;30;8;23/10/2015;2417.39;362.61;0;2780
1738;1003968;36;3;25/10/2015;173.91;0;0;0
1739;1003969;36;3;25/10/2015;1739.13;260.87;0;2000
1740;1003970;59;3;26/10/2015;26338.26;3950.74;0;30289
1741;1003971;58;3;26/10/2015;5043.48;756.52;0;5800
1742;1003972;202;2;26/10/2015;79926.96;11989.04;0;91916
1743;1003973;202;2;26/10/2015;25308.7;3796.3;0;29105
1744;1003974;194;5;26/10/2015;7271.3;1090.7;0;8362
1745;1003975;236;5;26/10/2015;517.39;77.61;0;595
1746;1003976;31;5;26/10/2015;782.61;117.39;0;900
1747;1003977;31;5;26/10/2015;184.35;27.65;0;212
1748;1003978;31;3;27/10/2015;14660;2199;0;16859
1749;1003979;94;3;27/10/2015;8086.96;1213.04;0;9300
1750;1487;113;3;27/10/2015;8380;1257;0;9637
1751;1003980;202;2;28/10/2015;112648.7;16897.3;0;129546
1752;1003981;202;2;28/10/2015;70473.04;10570.96;0;81044
1753;1003982;202;2;28/10/2015;75582.61;11337.39;0;86920
1754;1003983;202;2;28/10/2015;53742.61;8061.39;0;61804
1755;1003984;202;2;28/10/2015;80406.96;12061.04;0;92468
1756;1003986;31;8;28/10/2015;1521.74;228.26;0;1750
1757;1003985;40;3;28/10/2015;49333.04;7399.96;0;56733
1758;1003987;40;3;28/10/2015;32706.96;4906.04;0;37613
1759;1003988;40;3;28/10/2015;3363.48;504.52;0;3868
1760;1003989;40;3;28/10/2015;1659.13;0;0;0
1761;1003990;100;3;28/10/2015;24723.48;3708.52;0;28432
1762;1003991;100;3;28/10/2015;27590.43;4138.57;0;31729
1763;1003992;100;3;28/10/2015;6627.83;994.17;0;7622
1764;1003993;100;3;28/10/2015;547.83;82.17;0;630
1765;1488;30;8;29/10/2015;2834.78;425.22;0;3260
1766;1003994;95;3;29/10/2015;3909.57;586.43;0;4496
1767;1003995;96;3;29/10/2015;2483.48;372.52;0;2856
1768;1003996;36;3;29/10/2015;19552.17;2932.83;0;22485
1769;1003997;36;3;29/10/2015;3488.7;523.3;0;4012
1770;1003998;42;3;29/10/2015;16300;2445;0;18745
1771;1003999;38;3;29/10/2015;8898.26;1334.74;0;10233
1772;1004000;38;3;29/10/2015;347.83;52.17;0;400
1773;1004001;37;3;29/10/2015;31116.52;4667.48;0;35784
1774;1004002;99;3;29/10/2015;8631.3;1294.7;0;9926
1775;1004003;120;3;29/10/2015;16080;2412;0;18492
1776;1004004;45;3;2/11/2015;17812.17;2671.83;0;20484
1777;1004005;41;3;30/10/2015;3558.26;533.74;0;4092
1778;1004006;202;2;30/10/2015;87252.17;13087.83;0;100340
1779;1004007;202;2;30/10/2015;43938.26;6590.74;0;50529
1780;1004008;202;2;30/10/2015;46617.39;6992.61;0;53610
1781;1004009;202;2;30/10/2015;44082.61;6612.39;0;50695
1782;1004010;234;5;30/10/2015;2492.17;373.83;0;2866
1783;1490;37;5;30/10/2015;4612.17;0;0;0
1784;1004011;37;3;1/11/2015;5422.61;813.39;0;6236
1785;1004012;279;3;1/11/2015;7392.17;1108.83;0;8501
1786;1004013;53;3;1/11/2015;10709.57;1606.43;0;12316
1787;1491;103;3;1/11/2015;4966.96;745.04;0;5712
1788;1492;102;3;1/11/2015;17174.78;2576.22;0;19751
1789;1004014;284;3;2/11/2015;16961.74;2544.26;0;19506
1790;1476;29;5;2/11/2015;234.78;35.22;0;270
1791;1004015;67;3;2/11/2015;40371.3;6055.7;0;46427
1792;1004016;67;3;2/11/2015;29132.17;4369.83;0;33502
1793;1004017;101;3;2/11/2015;28035.65;4205.35;0;32241
1794;1004018;38;5;2/11/2015;4070.43;610.57;0;4681
1795;1004019;202;2;2/11/2015;23218.26;3482.74;0;26701
1796;1004020;194;5;2/11/2015;6940;1041;0;7981
1797;1004021;289;5;3/11/2015;608.7;91.3;0;700
1798;1004022;222;3;3/11/2015;72937.39;10940.61;0;83878
1799;1004023;222;3;3/11/2015;68890.43;10333.57;0;79224
1800;1004024;202;2;4/11/2015;10715.65;1607.35;0;12323
1801;1004025;202;2;4/11/2015;1485.22;222.78;0;1708
1802;1004026;202;2;4/11/2015;13904.35;2085.65;0;15990
1803;1004027;45;5;4/11/2015;9913.04;1486.96;0;11400
1804;1004028;30;5;4/11/2015;417.39;0;0;0
1805;1495;30;5;4/11/2015;417.39;62.61;0;480
1806;1004029;126;3;4/11/2015;80486.09;12072.91;0;92559
1808;1004030;126;3;4/11/2015;3326.09;498.91;0;3825
1809;1004031;37;5;4/11/2015;5652.17;847.83;0;6500
1810;1004032;36;5;4/11/2015;1005.22;150.78;0;1156
1811;1004033;290;3;4/11/2015;10434.78;1565.22;0;12000
1812;1004034;202;2;5/11/2015;10160;1524;0;11684
1813;1004035;135;3;5/11/2015;72027.83;10804.17;0;82832
1814;1004036;135;3;5/11/2015;19372.17;2905.83;0;22278
1815;1004037;147;3;5/11/2015;21312.17;3196.83;0;24509
1819;1004039;135;2;5/11/2015;14801.74;2220.26;0;17022
1820;1004040;201;5;5/11/2015;5107.83;766.17;0;5874
1821;1004041;31;5;5/11/2015;7349.57;1102.43;0;8452
1822;1004042;278;3;6/11/2015;3964.35;0;0;0
1823;1496;278;3;6/11/2015;3964.35;594.65;0;4559
1824;1004043;221;3;6/11/2015;45634.78;6845.22;0;52480
1825;1004044;202;2;8/11/2015;9226.09;1383.91;0;10610
1826;1497;113;3;6/11/2015;11513.04;1726.96;0;13240
1827;1004045;36;5;9/11/2015;2240;336;0;2576
1828;1004046;130;3;9/11/2015;24540.87;3681.13;0;28222
1829;1498;282;3;9/11/2015;62160.87;9324.13;0;71485
1830;1004048;31;5;9/11/2015;932.17;0;0;0
1831;1004049;31;5;9/11/2015;913.04;136.96;0;1050
1832;1004050;201;5;9/11/2015;4085.22;612.78;0;4698
1833;1004051;36;5;10/11/2015;888.7;133.3;0;1022
1834;3865;205;3;10/11/2015;6698.26;1004.74;0;7703
1835;1499;5;3;10/11/2015;18180.87;2727.13;0;20908
1836;3866;205;3;10/11/2015;2092.17;313.83;0;2406
1837;1004054;6;3;10/11/2015;41237.39;6185.61;0;47423
1838;1500;113;3;10/11/2015;10756.52;1613.48;0;12370
1839;1004055;36;5;11/11/2015;2486.96;373.04;0;2860
1840;1004056;4;3;11/11/2015;32730.43;4909.57;0;37640
1841;1004057;221;5;11/11/2015;9391.3;1408.7;0;10800
1842;1004058;45;3;11/11/2015;3474.78;521.22;0;3996
1843;1004059;31;5;12/11/2015;189.57;0;0;0
1844;1004060;19;3;12/11/2015;11838.26;1775.74;0;13614
1845;1004061;10;3;12/11/2015;48329.57;7249.43;0;55579
1846;1004062;10;3;12/11/2015;3664.35;549.65;0;4214
1847;1004063;236;5;12/11/2015;608.7;91.3;0;700
1848;1004064;201;5;12/11/2015;395.65;59.35;0;455
1849;1004065;237;3;13/11/2015;12134.78;1820.22;0;13955
1850;1004066;254;3;13/11/2015;1530.43;0;0;0
1851;1004067;254;3;8/10/2015;1530.43;229.57;0;1760
1852;1004068;93;3;9/10/2015;2295.65;344.35;0;2640
1853;1004069;200;3;13/11/2015;2095.65;0;0;0
1854;1004070;200;3;5/10/2015;2095.65;314.35;0;2410
1855;1004071;117;3;13/11/2015;13843.48;0;0;0
1856;1004072;117;3;24/7/2015;2886.96;433.04;0;3320
1857;1004073;286;3;2/10/2015;2565.22;0;0;0
1858;1004074;273;3;2/10/2015;3443.48;516.52;0;3960
1859;1004075;38;3;29/9/2015;2408.7;361.3;0;2770
1860;1004076;52;3;13/11/2015;1871.3;0;0;0
1861;1004077;52;3;24/9/2015;1871.3;280.7;0;2152
1862;1004078;36;3;25/9/2015;3414.78;512.22;0;3927
1863;1494;77;3;3/11/2015;391.3;58.7;0;450
1864;1004079;202;2;13/11/2015;3270.43;490.57;0;3761
1865;1004080;16;3;13/11/2015;25492.17;3823.83;0;29316
1866;1004081;31;5;13/11/2015;2391.3;358.7;0;2750
1867;1004082;202;2;13/11/2015;9653.04;1447.96;0;11101
1868;1004083;22;3;15/11/2015;9060.87;0;0;0
1869;1004084;22;3;15/11/2015;86376.52;0;0;0
1870;1004085;114;3;16/11/2015;11921.74;1788.26;0;13710
1871;1004086;292;3;16/11/2015;8895.65;1334.35;0;10230
1872;3851;91;3;16/11/2015;4869.57;730.43;0;5600
1873;1004087;220;8;16/11/2015;657.39;98.61;0;756
1874;1004088;236;8;16/11/2015;1247.83;187.17;0;1435
1875;1004089;41;5;16/11/2015;1721.74;258.26;0;1980
